"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|HU","Without Sequence","89.35","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|HU","Without Sequence","88.66","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|HU","Without Sequence","84.81","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|HU","Without Sequence","84.34","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|HU","Without Sequence","88.01","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|HU","Without Sequence","93.42","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|HU","Without Sequence","101.77","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|HU","Without Sequence","104.85","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|HU","Without Sequence","103.62","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|HU","Without Sequence","100.50","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|HU","Without Sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|HU","Without Sequence","91.17","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|HU","Without Sequence","83.86","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|HU","Without Sequence","83.15","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|HU","Without Sequence","82.73","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|HU","Without Sequence","77.47","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|HU","Without Sequence","75.22","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|HU","Without Sequence","78.69","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|HU","Without Sequence","82.10","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|HU","Without Sequence","94.30","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|HU","Without Sequence","111.40","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|HU","Without Sequence","121.11","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|HU","Without Sequence","117.83","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|HU","Without Sequence","110.91","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|HU","Without Sequence","103.09","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|HU","Without Sequence","95.48","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|HU","Without Sequence","92.90","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|HU","Without Sequence","100.00","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|HU","Without Sequence","107.98","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|HU","Without Sequence","121.92","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|HU","Without Sequence","130.60","",""
